id,text,category
857,"Stocks - S&amp;P Struggles on Brexit Storm, Boeing Changes, Tech Weakness -    The major U.S. indices all stepped back on Tuesday: The S&amp;P 500 slipped 0.36%, the Dow Jones fell 0.15% and the Nasdaq Composite lost 0.72%",bearish
858,"S&amp;P 500 Is Poised to Surpass Its Old Record. This may be the week the S&amp;P 500 blows through its record high -- and keeps going. The employment report, the outlook for a U.S.-China trade deal and a dovish Fed will be the catalysts.",bullish
859,Dow Jones and S&amp;P 500 hit record highs today after Donald Trump became the 3rd U.S. President to be impeached   by,bullish
860,"Over 75% of stocks in the S&amp;P 500 are now above their 200-day moving average, the most since February 2018. $SPX",bullish
861,The S&amp;P 500 is up 127% over this time frame. Climb the wall of worry. $SPX $SPY $ES_F,bullish
862,"Stocks reverse course, close on the lows. Nasdaq backtests 50 day MA. #IBDpartner  $COMPQ NASDAQ up +1.05% $SPX S&amp;P 500 rises +0.47% #OIL slides near $53 $GLD Gold slides -1.00%",bearish
863,"NASDAQ FUTURES DOWN 1.5%, S&amp;P 500 FUTURES DOWN 1.2%, DOW FUTURES DOWN 1%",bearish
864,"-Global stocks hit record high for first time since 2018 on Trump’s trade deal  -Tokyo, Hong Kong, Shanghai and Seoul stocks  ⬆ -S&amp;P 500 futures  ⬆ -Euro, pound ⬆ -Yen ⬇",bullish
865,Unfortunately I've been busted on that graph... I wrote the article in October shortly before the S&amp;p 500 crapped the bed. So the 2018 bar is erroneous.   Nevertheless the general point remains.,bearish
866,"Dow, S&amp;P 500, Nasdaq each hit record high after Larry Kudlow stokes China trade deal hopes   by",bullish
867,The S&amp;P 500’s topping behavior looks like the Nasdaq top in 2000. This should be a clue about what is going on under the hood.,bullish
868,Us futures indexes are set to open down: S&amp;P 500 -0.14%  DOW -0.11%  NASDAQ -0.10% $DJIA $DIA $QQQ $SPY (  #trading,bearish
869,Kraft Heinzis now the worst-performing packaged-food stock in the S&amp;P 500,bearish
870,Even a 2%+ gain for the S&amp;P 500 yesterday wasn't enough to move most US index ETFs out of oversold territory.,bearish
871,"The S&amp;P 500 is poised for its fifth straight record high, which would be its longest record high streak since January 2018.",bullish
872,S&amp;P 500 ekes out gain though profit worries weigh - Reuters,bearish
873,"Why tech stocks can continue to lead the S&amp;P 500 higher, in two charts",bullish
874,Dow and S&amp;P 500 mini futures how at highs of the session...indicating what could be a 0.5-0.75% gain at the opening bell...,bullish
875,U.S. STOCK INDEX FUTURES RISE; S&amp;P 500 SEPT CONTRACTS UP 0.9%,bullish
876,"For Q4 of 2018, 112 of the companies in the S&amp;P 500 have reported earnings that are 14.3% higher than last year's. 72% of these companies beat analyst expectations. This is above the long-term average of 64%.",bullish
877,"A Growing Share of S&amp;P 500 Companies’ Earnings Are Contracting   Narrative = going up b/c trade deal about ...&amp; more expansion w/o rate support (or more QE or more rate cuts are coming) ... so, equity is cheap w or w/o buybacks ....?    h/t  BBL",bearish
878,"#Apple served as a reminder that trade wars can have negative ramifications, eyes will be on the fallout from #US-Chinese trade talks at the beginning of next week. How is it affecting S&amp;P 500 ? Find out from  :",bearish
879,"Dow nears 29,000 for first time, S&amp;P 500, Nasdaq hit records as Iran tensions ease   #FoxBusiness",bullish
880,S&amp;P 500 is only 06% above the 10-week sma. It might receive  support there.  It's worth noting that both the 10-week and 40-week moving averges of S&amp;P 500 and NASDAQ Composite are sloping upward.,bullish
881,The S&amp;P 500 is on the verge of finishing off its strongest quarter in a decade. This comes after one of the worst quarters in the past decade making for a stark contrast in behavior over the past 6 months.Get your analysis here from  here:,bullish
882,S&amp;P 500 Snapshot: Up 10.7% YTD,bullish
883,The S&amp;P 500 has now clearly broken above it’s 200 day moving average.,bullish
884,The S&amp;P 500's rally has skeptics. But a lot of strategists expect further upside. Here's why,bullish
885,"Dow declines more than 600 points, Nasdaq falls 3%, S&amp;P 500 slides about 2.4%",bearish
886,S&amp;P 500 earnings estimates have been slashed as well... How far to go?,bearish
887,S&amp;P 500 at record high as Apple powers rally ahead of Fed decision,bullish
888,"S&amp;P 500 Reaches New All-Time High at Opening Bell - Will Media Report This? - Winning, Winning, Winning!",bullish
889,"#Dow plummets more than 600 points after #Trump orders US manufacturers to leave #China  The #DowJones closed 623.34 points lower, or 2.4% at 25,628.90. The S&amp;P 500 slid 2.6% to close at 2,847.11. The #Nasdaq dropped 3% to end the day at 7,751.77  #MOG",bearish
890,"""In 2019, the S&amp;P 500 has set record highs in 147 sessions. It's the ninth best annual streak since 1929.""",bullish
891,U.S. stocks were mixed as technology shares led losses in the S&amp;P 500 Index while consumer and industrial companies advanced.  Emerging-market stocks fell for a second day as concerns over faltering global growth roiled global equity markets.,bearish
892,"Gold, Crude  Dow Fu &amp; S&amp;P 500 Fu  Reactions post the event. Panic ?",bearish
893,"As our chart of the day shows, the S&amp;P 500 tends to continue to outperform after similarly strong four-week stretches. #WednesdayMarketUpdate",bullish
894,"Sentiment is shifting more positive on EM FX, as the recent jump in MSCI EM currency index (white) shows. There's a growing number of investors who are looking for 2020 to be a repeat of 2017, when EM FX and S&amp;P 500 (red) moved up in tandem, before decoupling in 2018 and 2019.",bearish
895,"#MarketsWithBTVI #MarketsAtClose US Markets Rise On Overnight Trade On Strong Gains  Dow Ended With Gains Of 100 Points  S&amp;P 500 Ended 0.4% Higher, Nasdaq Ended 0.6% Higher  #BTVIFreeToAir",bullish
896,Another nothing day? Except ding ding S&amp;P 500 hits 3100 and another new all-time high. A close over that level would be positive. #DJI has not yet hit new highs but NASDAQ did. #Gold #Silver down but #goldstocks up. A divergence positive we believe. Interesting. #Gold at support,bullish
897,"The Dow finished 114 points up Friday, or 0.4% higher, staging a big recovery. It was still down 2.1% for the week. The S&amp;P 500 ended 0.4% higher, down 2.2% for the week. The Nasdaq closed at 0.1% higher, but still declined 3% for the week.",bullish
898,Either way: S&amp;P 500 would be 3.5 percent higher without you and your trade war.,bearish
899,Russell 2000 Index is not even making a new recovery high with S&amp;P 500 Index since May’s highs. It’s been sitting away from its all time highs since last September. This is extremely concerning for the broad market... $RUT $SPX,bearish
900,"Keep in mind, though: the broader S&amp;P 500 may not see much of the glory here.",bearish
901,"BOFA: We project the S&amp;P 500 to 3220 into early 2020 and to 3300-3660 in late 2020. The 2-year base breakout projects to 3850, which sounds aggressive but is consistent with cyclical bull markets within secular bull trends for the S&amp;P 500",bullish
902,"More companies in S&amp;P 500 sectors perceived as safer—such as utilities, consumer staples and real estate—have been outperforming the broader market recently",bullish
903,Troubling turnaround: S&amp;P 500 fails right at the November high,bearish
904,"The S&amp;P 500 Is OFFICIALLY In An Earnings Recession  September 19th, 2019",bearish
905,"“...we think S&amp;P 500 closes above 3,450 before YE2020.”  Tom Lee",bullish
906,S&amp;P 500 rising wedge scenario becoming a real possibility. What are the 3 scenarios it can fall into? Get your S&amp;P500 #TechnicalAnalysis from  here:,bearish
907,"#BREAKING 🇺🇸 The S&amp;P 500 closed at a new record, soaring up to 2,954.19 points. The Dow traded higher as well, surging nearly 250 at the close! 🔥🔥🔥",bullish
908,VIX above the 200 DMA which is a sell signal - S&amp;P 500 test of the 200 DMA today at 2776 level today.  A move below the 200 DMA and reversal up is sometimes a buy signal.  2739 is the ABC Down scare target.,bearish
909,"As of today, the S&amp;P 500 is reporting a decline in earnings of -3.9% for the first quarter. What is the likelihood the index will report an actual decline in earnings of -3.9% for the quarter?   #Earnings",bearish
910,"I guess you didn't see this: July 31, 2019 DOW - 26,864.27 ▼ -333.75 -1.23% NASDAQ - 8,175.42 ▼ -98.20 -1.19% S&amp;P 500 INDEX - 2,980.38 ▼ -32.80 -1.09%",bearish
911,S&amp;P 500 is running into a wall. Its 200 DMA.  More in our weekly editorial -&gt;,bearish
912,"Historic  Nasdaq hits 9,000 for the first time, S&amp;P 500 reaches all-time high in year-end rally",bullish
913,"The S&amp;P 500 could run up to 4,000 next year, says BTIG Strategist Julian Emanuel. Here’s where he sees a path to new highs.",bullish
914,“S&amp;P 500 down 0.11% on trade war pessimism.”,bearish
915,"DOW JONES UNOFFICIALLY CLOSES DOWN 285.38 POINTS, OR 1.06%, AT 26,578.89  S&amp;P 500 UNOFFICIALLY CLOSES DOWN 27.00 POINTS, OR 0.91%, AT 2,953.38  NASDAQ UNOFFICIALLY CLOSES DOWN 64.04 POINTS, OR 0.78%, AT 8,111.38",bearish
916,"The S&amp;P 500 made a new recovery high yesterday after pulling back modestly. But a deeper retracement is to be expected very soon, and it should target the 20-ma (minimum). This in turn should set the stage for yet another rally.      #NYSE #StockMarket",bullish
917,"S&amp;P 500 closes above 3,000 for the first time on Fed-rate cut expectations",bullish
918,The biggest stock bubble of any of our lifetimes. A record: S&amp;P 500 Market Cap is 152% of GDP.,bearish
919,S&amp;P 500 is on sale today.,bearish
920,S&amp;P 500 snaps 5-session winning streak; Nasdaq ekes out gain,bearish
921,"Futures on S&amp;P 500, metals and crude oil stopped trading due to a technical problem at CME Group",bearish
922,The S&amp;P 500 has formally delivered its second-worst May return since the 1960s,bearish
923,"S&amp;P 500 just hit an all-time high. Thank you, DJT.",bullish
924,"S&amp;P 500, Nasdaq rally to record close",bullish
925,WINNING!       S&amp;P 500 hits fresh record after October jobs report easily beats expectations,bullish
926,Tech pulls back as stocks trade mixed on Thursday. #IBDpartner  $NDX NASDAQ100 -0.22% $SPX S&amp;P 500 flat $DJIA Dow Industrials flat $VIX down to 13,bearish
927,How very nice for the S&amp;P 500.    What about the millions of people struggling to put food on the table?,bearish
928,"S&amp;P 500 - outside the Keltner Channel.  Generally a shorting opportunity that only comes once in a Blue Moon???  - Crazy market that is getting promoted out of existence - Trump needs to sit quietly for 6 months or more, so this market can digest things.  Doubtful :)",bearish
929,We can see a similar sharp drop in #sentiment in S&amp;P 500 DSI which closed yesterday at just 34% - it was 76% on Sept 12th.,bearish
930,$SOS is shorted heavy.,bearish
931,This was my second best investment. party at my place when we get there. GME to the Moon!! 🚀 🚀,bullish
932,"Vote Sparkle, is a vote for AMC to the moon",bullish
933,Classic MACD gap uptrend good RSI 💯 buy $PLUG,bullish
934,How many people regret not buying $GME at 40 a share? (Me),bullish
935,Anyone Else Notice the GME Power Up Rewards Icon Today?,bullish
936,SENS 🚀🚀🚀,bullish
937,20 GME @ 305. / 300 AMC @ 19.50 BRING ME BACK TO LIFE APES! 🦍,bullish
938,rocking AMC today🚀🚀 this🦍❤️🍿,bullish
939,Is RKT sizzling again?,bullish
940,Is it true how zey say zat you people are... gifted?,bullish
941,GME TO THE MOON!,bullish
942,Finnaly got some spare cash for the moon ticket 🚀🚀🚀,bullish
943,"Why the Hedge Funds are fucked, and why we're winning so hard",bullish
944,NIO SHORT TERM BUY,bullish
945,RKT TO THE MOON 🌙 🚀🚀,bullish
946,Bears r fuk,bullish
947,They sending us messages boiis. Get out there and buy your boyfriends wife a gift from GameStop!,bullish
948,"Bought Dark Souls on 01/05/2021 from GameStop for $4.99, caught 50 shares at 48.40$ on 02/24/2021. Not sure which was the better deal",bullish
949,Coming back for all our fellow Apes who bought at the top,bullish
950,Long term investing,bullish
951,Live Footage of Bull White Knuckling GME at $316 and buying TSLA on the Dip,bullish
952,Holding AMC until it hits 100 a share 🦍🚀💎...And I’m just gonna keep on filling option calls out as long as I have the money to..spew stay strong...If it dips tomorrow that means nothing they want everybody to panic sell do not fucking sell!!!!,bullish
953,I think I have this figured out... If the price is dropping I should hold so it can go back up. If the price is rising I should hold for more gains. Got it. 🚀🚀🚀🤲💎🦍,bullish
954,I can’t watch the market all day to avoid holding the bag later. What’s a good exit point that allow me to get back to my day job?,bullish
955,Hell yeah GME hit 239.23,bullish
956,"If he’s all in, I’m all in! 3k —&gt; 700k. 🚀",bullish
957,BUYING GME AT $240 LIKE,bullish
958,"DO NOT BE AFRAID OF A LITTLE CORRECTION SOON, ITS HEALTHY! WE GOING TO THE MOON BOYS AND LADY!",bullish
959,Alles oder Nix!!! GME TO THE MOON 🚀🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,bullish
960,$PLUG hit the buy alert. BUY NOW ✅ 🚀🚀 #stockmarketcrash #StockMarket #stock #StockToWatch #StockToWatch ⬇️⬇️⬇️,bullish
961,Red rocket red rocket red rocket,bearish
962,BEWARE - hedgies could be setting up a bull trap - HOLDD,bearish
963,Please don't miss out on $UWMC,bullish
964,"First time investing, still HOLDING. 🚀🚀💎💎🙌🦍🚀🚀",bullish
965,💎🖐🏾🚀🌛,bullish
966,What has Robinhood done so that they don’t have to stop buying of shares?,bearish
967,IF GME HITS $1K I WILL PAY OFF MY STUDENT LOANS AND BUY A HOUSE I CAN BE PROUD OF WITHOUT THE CRIPPLING THREAT OF FINANCIAL ANXIETY 💎🚀💎,bullish
968,My life savings entering GME at 2.44! Don't let me down.,bullish
969,"Only 5 Shares of GME, but I’m thankful for this community and WSB. I love you all! 🚀🚀💎🙌🏻",bullish
970,Bought my first GME stocks today not much but I’m here for a long time not a short time... I’m officially an autistic degenerate retarded ape,bullish
971,BUYING GME AT $240 LIKE,bullish
972,I like the stock! 💎💎💎,bullish
973,Lets go guys!! To the moon🤯 hold and buy🚀,bullish
974,"I might be a young ape using a garbage app, but to the moon baby🚀🚀🚀🚀",bullish
975,Decided to drop 1k at 9.48$ at market open. No regrets,bullish
976,Overvalued turd $DASH,bearish
977,Please post DoorDash loss porn,bearish
978,$EH is great 🚀🚀🚀🚀 ✅ BUY NOW 🚀🚀 #stockmarketcrash #StockMarket #stock #StockToWatch #StockToWatch ⬇️⬇️⬇️,bullish
979,"First time investing, still HOLDING 🚀🚀🙌💎💎🦍🦍🚀🚀",bullish
980,I’m back in the green!!!,bullish
981,"-25K Weekly yolo on GME. I thought GME was at the top of a dead cat bounce last week. Boy was I ever wrong. Opened a huge put position on Monday, only to have it all come crashing down. Enjoy.",bearish
982,Greetings from Germany! Crossed 200€🚀🚀🚀,bullish
983,AMC stock to the moon. Let's keep pumping it up,bullish
984,To the moooooon,bullish
985,CCIV shorted,bearish
986,When even Robinhood calls you a pussy for selling,bearish
987,"Sold everything at $60 a share, enjoy the loss porn fello apes",bearish
988,Hi I’m an idiot but who tf thinks selling 12k @ 250 is a good idea,bearish
989,Fucking Hold AMC,bullish
990,GME STILL RISING,bullish
991,"They will stumble, they will fall. But in time...",bearish
992,Does anyone know the location of the nearest suicide booth? This lovely e-mail showed up today and I have no idea what to do. Please enjoy my loss porn.,bearish
993,Bags are Packed and I’m ready for the moon! 🙌🏼💎🙌🏼💎,bullish
994,just bought 50 stocks. Hoping!,bullish
995,"If GME reaches $500 TODAY, I will get the WSB guy tattoo'd on my wrist",bullish
996,UP 100% AND IM STILL NOT FUCKING LEAVING! 💎🤲💎🤲💎🤲💎🤲💎🤲💎🤲💎🤲,bullish
997,Webull crash?,bearish
998,Me holding my 20 gme shares from $480 down to $38 in Jan,bearish
999,Golden slack down grades after being neutral doing whole move up of SKT they must be part of 35% shorts,bearish
